Part Number,Part Description,Vendor Name,Customer Part Number,Vendor Part Number,EANUPC Code,Plant,Vendor Number,Size,Weight,Volume,Unit,Category ID,Availability Flag,Available Quantity,Backlog Information,Backlog ETA,License Flag,BOM Flag,Warranty Flag,Bulk Freight Flag,Material Long Description,Length,Width,Height,Dimension Unit,Weight Unit,Volume Unit,Category,Material Creation Reason code,Media Code,Material Language Code,Substitute Material,Superseded Material,Manufacturer Vendor Number,Sub-Category,Product Family,Purchasing Vendor,Material Change Code,Action code,Price Status,New Material Flag,Vendor Subrange,Case Qty,Pallet Qty,Direct Order identifier,Material Status,Discontinued / Obsoleted date,Release Date,Fulfilment type,Music Copyright Fees,Recycling Fees,Document Copyright Fees,Battery Fees,Tax Percent,Discount in Percent,Customer Reservation Number,Customer Reservation Qty,Agreement ID,Level ID,Period,Points,Company code,Company code Currency,Customer Currency Code,Customer Price Change Flag,Substitute Flag,Availability (Local Stock),Availability (Central Stock),Creation Reason Type,Creation Reason Value,Plant 01 Available Quantity,Plant 02 Available Quantity,VAT Rate,Product Group,MRP Controller,Shipping Country,Local Stock Backlog Quantity,Local Stock Backlog ETA,Central Stock Backlog Quantity,Central Stock Backlog ETA,Total Fees,Category Description,Sub-Category Description,Category ID Description
2318164,LASERJET ENTERPRISE 700 M712XH,HP,,CF238A,886113000000,NZ01,500066,,16.46,0,EA,1203,,0,0,,,,,X,HP LASERJET ENT MONO SFP M712XH A3,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
2485145,LaserJet Enterprise M806dn Printer,HP,,CZ244A,887111000000,NZ01,500066,,76.57,0,EA,1203,,0,0,,,,,X,HP LASERJET ENT MONO SFP M806DN A3,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,1,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
2485146,LaserJet Enterprise M806x+ Printer,HP,,CZ245A,887111000000,NZ01,500066,,108.4,0,EA,1203,,0,0,,,,,X,HP LASERJET ENT MONO SFP M806X A3,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,1,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
2584918,Laserjet Pro M706n Printer,HP,,B6S02A,887758000000,NZ01,500066,,17,0,EA,1203,,0,0,,,,,,HP LASERJET ENT MONO SFP M706N A3,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3161084,HP LASERJET PRO M501DN,HP,,J8H61A,889297000000,NZ01,500066,,13.8,91.291,EA,1203,,0,53,20210813,,,,,LASERJET PRO M501DN,40,49.4,46.2,CM,KG,CDM,7,A,,,,4611478,500066,166,HP Printers Laser,103300,NEW,NEW,A,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3378276,LASERJET M102W,HP,,G3Q35A,889894000000,NZ01,500066,,4.7,0,EA,1203,,0,0,,,,,,MONO LASERJET M102W PRINTER A4 22PPM DC 10K RMPV 1.5K USB NIC WIF EPRINT AIRPRINT 150 SHEET INPUT,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450767,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3378277,LASERJET M203DN,HP,,G3Q46A,889894000000,NZ01,500066,,6.9,0,EA,1203,,0,0,,,,,,MONO LASERJET M203DN PRINTER A4 28PPM DC 30K RMPV 2.5K USB NIC EPRINT AIRPRINT 250 SHEET INPUT DUPLEX,0,0,0,,KG,,7,C,,,,2740743,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450767,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3378279,LASERJET PRO M130FW,HP,,G3Q60A,889894000000,NZ01,500066,,7.6,0,EA,1203,,0,0,,,,,,MONO LASERJET PRO M130FW MFP COPY SCAN FAX 22PPM DC 10K RMPV 1.5K USB WIFI NIC EPRINT AIRPRINT 150 SHEET INPUT 35 SHEET ADF,0,0,0,,KG,,7,C,,,,2489242,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450767,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3678318,HP LaserJet Enterprise M607n Prntr,HP,,K0Q14A,889894000000,NZ01,500066,,21.64,0,EA,1203,,0,0,,,,,,HP LaserJet Enterprise M607n Prntr,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3678320,HP LaserJet Enterprise M608dn Prntr,HP,,K0Q18A,889894000000,NZ01,500066,,21.64,0,EA,1203,,0,0,,,,,,HP LaserJet Enterprise M608dn Prntr,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3678321,HP LaserJet Enterprise M608x Prntr,HP,,K0Q19A,889894000000,NZ01,500066,,26.31,0,EA,1203,,0,0,,,,,,HP LaserJet Enterprise M608x Prntr,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3678322,HP LaserJet Enterprise M609dn Prntr,HP,,K0Q21A,889894000000,NZ01,500066,,21.64,0,EA,1203,,0,1,20200910,,,,,HP LaserJet Enterprise M609dn Prntr,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3696780,LJ ENTERPRISE M608N,HP,,K0Q17A,889894000000,NZ01,500066,,21.6,0,EA,1203,,0,0,,,,,,LASERJET ENTERPRISE M608N,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
3720842,HP LASERJET ENTERPRISE M609X,HP,,K0Q22A,,NZ01,500066,,16.46,0,EA,1203,,0,0,,,,,,HP LASERJET ENTERPRISE M609X,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
4144220,HP LASERJET PRO M15W,HP,,W2G51A,190781000000,NZ01,500066,,4.25,14.43,EA,1203,,0,510,20200928,,,,,HP LASERJET PRO M15W,37.4,18.2,21.2,CM,KG,CDM,7,A,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,A,,450767,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
4466698,HP COLOR LASERJET ENT M751DN,HP,,T3U44A,,NZ01,500066,,16.46,0,EA,1203,,0,0,,,,,,HP COLOR LASERJET ENTERPRISE M751DN,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
4490189,LASERJET PRO M404N,HP,,W1A52A,192545000000,NZ01,500066,,10.2,56.624,EA,1203,,15,0,,,,,,LASERJET PRO M404N,44.6,27.6,46,CM,KG,CDM,7,A,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,A,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,15,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
4490190,LASERJET PRO M404DN,HP,,W1A53A,192545000000,NZ01,500066,,10.15,53.464,EA,1203,,81,23,20201005,,,,,LASERJET PRO M404DN,44.2,27,44.8,CM,KG,CDM,7,A,,,,4523502,500066,166,HP Printers Laser,103300,NEW,NEW,A,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,81,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
4490191,LASERJET PRO M404DW.,HP,,W1A56A,192545000000,NZ01,500066,,16.46,0,EA,1203,,0,1,20200929,,,,,LASERJET PRO M404DW,0,0,0,,KG,,7,C,,,,,500066,166,HP Printers Laser,103300,NEW,NEW,C,,450769,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Printers,Laser,Mono Laser/LED Printers
4694746,HP Prof Biz Gls 180g A4,HP,,3VK91A,192545000000,NZ01,500066,,0.5,0,EA,1240,,0,0,,,,,,HP Prof Biz Gls 180g A4 150sh FSC Paper,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450904,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Dot Matrix Supplies
4694764,HP Prof Matte LJ A4 200g 150sh,HP,,7MV80A,193906000000,NZ01,500066,,0.5,0,EA,1240,,0,1,20210813,,,,,HP Prof Matte LJ A4 200g 150sh FSC Paper,0,0,0,,KG,,10,C,,NS,,1017044,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450904,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Dot Matrix Supplies
4694767,HP Prof Gls LJ A4 200g 150sh,HP,,7MV83A,193906000000,NZ01,500066,,0.5,0,EA,1240,,0,10,20200917,,,,,HP Prof Gls LJ A4 200g 150sh FSC Paper,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450904,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Dot Matrix Supplies
4694768,HP Pro Biz Gls A3 180g 150sh,HP,,7MV84A,,NZ01,500066,,0.5,0,EA,1240,,0,0,,,,,,HP Pro Biz Gls A3 180g 150sh FSC Paper,0,0,0,,KG,,10,C,,NS,,,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450904,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Dot Matrix Supplies
1003406,11 BLACK PRINTHEAD C4810A,HP,,C4810A,88698857212,NZ01,500066,,0.5,0,EA,1242,,0,0,,,,,,11 BLACK PRINTHEAD C4810A,0,0,0,,KG,,10,C,,,,1994123,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003407,11 CYAN PRINTHEAD C4811A,HP,,C4811A,88698857229,NZ01,500066,,0.05,0,EA,1242,,0,0,,,,,,11 CYAN PRINTHEAD C4811A,0,0,0,,KG,,10,C,,,,1890597,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003408,11 MAGENTA PRINTHEAD C4812A,HP,,C4812A,88698857236,NZ01,500066,,0.5,0,EA,1242,,0,0,,,,,,11 MAGENTA PRINTHEAD C4812A,0,0,0,,KG,,10,C,,,,1890598,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,20180928,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003409,11 YELLOW PRINTHEAD C4813A,HP,,C4813A,88698857243,NZ01,500066,,0.05,0,EA,1242,,0,0,,,,,,11 YELLOW PRINTHEAD C4813A,0,0,0,,KG,,10,C,,,,1890599,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003849,56/57 COMBO PACK INK CART CC629AA,HP,,CC629AA,883585000000,NZ01,500066,,0.05,0.579,EA,1242,,5,20,20200917,,,,,56/57 COMBO PACK INK CARTRIDGE CC629AA,11.2,13.6,3.8,CM,KG,CDM,10,D,,,,1994145,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,D,,450901,0,0,,,20200612,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,5,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003982,18 YELLOW INK CART C4939A,HP,,C4939A,882781000000,NZ01,500066,,0.5,0.235,EA,1242,,0,0,,,,,,18 YELLOW INK CARTRIDGE C4939A,10.4,9.4,2.4,CM,KG,CDM,10,C,,,,1911150,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003983,18 MAGENTA INK CART C4938A,HP,,C4938A,882781000000,NZ01,500066,,0.5,264.576,EA,1242,,1,0,,,,,,18 MAGENTA INK CARTRIDGE C4938A,10.4,10.6,2.4,CM,KG,CDM,10,C,,,,1911810,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,1,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003984,18 BLACK INK CART C4936A,HP,,C4936A,882781000000,NZ01,500066,,0.5,0.287,EA,1242,,0,15,20210813,,,,,18 BLACK INK CARTRIDGE C4936A,10.4,10.6,2.6,CM,KG,CDM,10,A,,,,1911808,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1003985,18 CYAN INK CART C4937A,HP,,C4937A,882781000000,NZ01,500066,,0.05,0.22,EA,1242,,0,24,20210813,,,,,18 CYAN INK CARTRIDGE C4937A,9.2,9.2,2.6,CM,KG,CDM,10,C,,,,1911809,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1004221,702 BLACK INK CART CC660AA,HP,,CC660AA,883585000000,NZ01,500066,,0.5,0.224,EA,1242,,0,10,20200917,,,,,702 BLACK INK CARTRIDGE CC660AA,11,6,3.4,CM,KG,CDM,10,B,,,,1911219,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1004947,94 BLACK INK CART C8765WA,HP,,C8765WA,829160000000,NZ01,500066,,0.5,0.238,EA,1242,,0,180,20210813,,,,,94 BLACK INK CARTRIDGE C8765WA,11.4,5.8,3.6,CM,KG,CDM,10,A,,,,1890770,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1004948,96 BLACK INK CART C8767WA,HP,,C8767WA,829160000000,NZ01,500066,,0.5,0.238,EA,1242,,127,60,20210813,,,,,96 BLACK INK CARTRIDGE C8767WA,11,6,3.6,CM,KG,CDM,10,A,,,,1911819,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,127,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1004949,97 TRI-COLOR INK CARTEIDGE C9363WA,HP,,C9363WA,829160000000,NZ01,500066,,0.05,0.251,EA,1242,,54,60,20210813,,,,,97 TRI-COLOR INK CARTEIDGE C9363WA,6,11,3.8,CM,KG,CDM,10,A,,,,1994139,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,54,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1004962,95 TRI-COLOR INK CART C8766WA,HP,,C8766WA,829160000000,NZ01,500066,,0.5,0.224,EA,1242,,23,240,20210813,,,,,95 TRI-COLOR INK CARTRIDGE C8766WA,11,6,3.4,CM,KG,CDM,10,A,,,,1911818,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,23,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1005007,60XL BLACK INK CART CC641WA,HP,,CC641WA,883586000000,NZ01,500066,,0.5,250.8,EA,1242,,0,0,,,,,,60XL BLACK INK CARTRIDGE CC641WA,6,11,3.8,CM,KG,CDM,10,B,,,,1994146,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1005009,60XL TRI-COLOR INK CART CC644WA,HP,,CC644WA,883586000000,NZ01,500066,,0.5,0.443,EA,1242,,24,0,,,,,,60XL TRI-COLOR INK CARTRIDGE CC644WA,11.4,10.8,3.6,CM,KG,CDM,10,B,,,,1994148,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,24,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1005141,901 BLACK INK CART CC653AA,HP,,CC653AA,883586000000,NZ01,500066,,0.5,0.224,EA,1242,,91,180,20210813,,,,,901 BLACK INK CARTRIDGE CC653AA,11,6,3.4,CM,KG,CDM,10,A,,,,1911216,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,20180321,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,91,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1005142,901 TRI-COLOR INK CART CC656AA,HP,,CC656AA,883586000000,NZ01,500066,,0.5,0.224,EA,1242,,29,180,20210813,,,,,901 TRI-COLOR INK CARTRIDGE CC656AA,11,6,3.4,CM,KG,CDM,10,A,,,,1911846,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,20180321,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,29,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1005867,901XL BLACK INK CART CC654AA,HP,,CC654AA,883586000000,NZ01,500066,,0.5,0.364,EA,1242,,49,120,20210813,,,,,901XL BLACK INK CARTRIDGE CC654AA,11,9.2,3.6,CM,KG,CDM,10,A,,,,1911845,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,20180321,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,49,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006006,940XL CYAN INK CART C4907AA,HP,,C4907AA,884420000000,NZ01,500066,,0.5,0.287,EA,1242,,41,50,20210813,,,,,940XL CYAN INK CARTRIDGE C4907AA,10.4,10.6,2.6,CM,KG,CDM,10,A,,,,1890628,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,41,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006007,940XL MAGENTA INK CART C4908AA,HP,,C4908AA,884420000000,NZ01,500066,,0.5,0,EA,1242,,0,85,20210813,,,,,940XL MAGENTA INK CARTRIDGE C4908AA,0,0,0,,KG,,10,B,,,,1911807,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,B,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006008,940XL YELLOW INK CART C4909AA,HP,,C4909AA,884420000000,NZ01,500066,,0.05,0.287,EA,1242,,27,50,20210813,,,,,940XL YELLOW INK CARTRIDGE C4909AA,10.4,10.6,2.6,CM,KG,CDM,10,A,,,,1911142,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,27,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006069,920 BLACK INK CART CD971AA,HP,,CD971AA,884420000000,NZ01,500066,,0.5,0,EA,1242,,0,0,,,,,,920 BLACK INK CARTRIDGE CD971AA,0,0,0,,KG,,10,C,,,,1890959,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,C,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006488,02 BLACK INK CART C8721WA,HP,,C8721WA,882780000000,NZ01,500066,,0.05,0.524,EA,1242,,65,161,20210813,,,,,02 BLACK INK CARTRIDGE C8721WA,14,10.4,3.6,CM,KG,CDM,10,A,,,,1911816,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,65,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006489,02 CYAN INK CART C8771WA,HP,,C8771WA,882780000000,NZ01,500066,,0.5,0.623,EA,1242,,89,200,20210813,,,,,02 CYAN INK CARTRIDGE C8771WA,14,10.6,4.2,CM,KG,CDM,10,A,,,,1911820,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,89,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006500,02 MAGENTA INK CART C8772WA,HP,,C8772WA,882780000000,NZ01,500066,,0.5,0.626,EA,1242,,164,50,20210813,,,,,02 MAGENTA INK CARTRIDGE C8772WA,13.8,10.8,4.2,CM,KG,CDM,10,A,,,,1911821,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,164,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
1006501,02 YELLOW INK CART C8773WA,HP,,C8773WA,882780000000,NZ01,500066,,0.5,0.491,EA,1242,,75,150,20210813,,,,,02 YELLOW INK CARTRIDGE C8773WA,14.2,10.8,3.2,CM,KG,CDM,10,A,,,,1911822,500066,173,HP Supplies & Media Printer/Plotter Suppl,103300,NEW,NEW,A,,450901,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,75,0,,37B,Z01,NZ,0,,0,,0,Supplies & Media,Printer/Plotter Supplies,Inkjet Printer Supplies
