Part Number,Part Description,Vendor Name,Customer Part Number,Vendor Part Number,EANUPC Code,Plant,Vendor Number,Size,Weight,Volume,Unit,Category ID,Availability Flag,Available Quantity,Backlog Information,Backlog ETA,License Flag,BOM Flag,Warranty Flag,Bulk Freight Flag,Material Long Description,Length,Width,Height,Dimension Unit,Weight Unit,Volume Unit,Category,Material Creation Reason code,Media Code,Material Language Code,Substitute Material,Superseded Material,Manufacturer Vendor Number,Sub-Category,Product Family,Purchasing Vendor,Material Change Code,Action code,Price Status,New Material Flag,Vendor Subrange,Case Qty,Pallet Qty,Direct Order identifier,Material Status,Discontinued / Obsoleted date,Release Date,Fulfilment type,Music Copyright Fees,Recycling Fees,Document Copyright Fees,Battery Fees,Tax Percent,Discount in Percent,Customer Reservation Number,Customer Reservation Qty,Agreement ID,Level ID,Period,Points,Company code,Company code Currency,Customer Currency Code,Customer Price Change Flag,Substitute Flag,Availability (Local Stock),Availability (Central Stock),Creation Reason Type,Creation Reason Value,Plant 01 Available Quantity,Plant 02 Available Quantity,VAT Rate,Product Group,MRP Controller,Shipping Country,Local Stock Backlog Quantity,Local Stock Backlog ETA,Central Stock Backlog Quantity,Central Stock Backlog ETA,Total Fees,Category Description,Sub-Category Description,Category ID Description
3689016,MB16AC ZENSCREEN 15.6 USB C MONITOR,ASUS,,MB16AC,4712900000000,NZ01,500019,,2.45,6.887,EA,1090,,0,0,,,,,,ASUS ZENSCREEN MB16AC 15.6 FHD IPS PORTABLE USB TYPE-C & USB 3.0 MONITOR 3YEAR WARRANTY,42.8,29.8,5.4,CM,KG,CDM,3,C,,,,,500019,117,ASUS Displays Monitors,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Monitors,LCD/LED Monitors
3716572,XG27VQ 27IN CURVED FHD HDMI/DP MNT 3Y,ASUS,,XG27VQ,4712900000000,NZ01,500019,,10.65,109894.752,EA,1090,,3,0,,,,,,ROG STRIX XG27VQ 27IN CURVED (16:9) FHD (1920X1080) HDMI D-SUB DISPLAYPORT DUAL-LINK DVI-D 2 X 2W STEREO RMS 3.5MM MINI-JACK TILT VESA 3 YEARS WARRANTY,74.6,26.4,55.8,CM,KG,CDM,3,D,,,,,500019,117,ASUS Displays Monitors,100292,NEW,NEW,D,,458999,0,0,,,20200617,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,3,0,,,Z01,NZ,0,,0,,0,Displays,Monitors,LCD/LED Monitors
4350284,VG278QR 27IN TN FHD HDMI DP DVI-D 3Y,ASUS,,VG278QR,4718020000000,NZ01,500019,,5.6,0,EA,1090,,0,0,,,,,,VG278QR 27IN TN FHD (1920x1080) 16:9 HDMI DISPLAYPORT DVI-D 2X 2W STEREO RMS 3.5MM AUDIO JACK TILT VESA 3 YEARS WARRANTY,0,0,0,,KG,,3,C,,,,,500019,117,ASUS Displays Monitors,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Monitors,LCD/LED Monitors
4529707,MB16AMT 15.6IN IPS FHD MHDMI USB 3Y,ASUS,,MB16AMT,4718020000000,NZ01,500019,,3.02,0,EA,1090,,0,0,,,,,,MB16AMT 15.6IN IPS FHD MICRO-HDMI USB TYPE C 1W SPEAKERS 3Y,0,0,0,,KG,,3,C,,,,,500019,117,ASUS Displays Monitors,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Monitors,LCD/LED Monitors
4529711,PG35VQ 35IN VA CURVED 4K HDMI DP 3Y,ASUS,,PG35VQ,4718020000000,NZ01,500019,,13.6,0,EA,1090,,1,0,,,,,,PG35VQ 35IN VA CURVED 4K 3440X1440 21:9 HDMI DP TILT VESA 3 YEARS WARRANTY,0,0,0,,KG,,3,C,,,,,500019,117,ASUS Displays Monitors,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,1,0,,,Z01,NZ,0,,0,,0,Displays,Monitors,LCD/LED Monitors
3081672,RT-AC88U AC3100 WIRELESS GIGABIT ROUTER,ASUS,,RT-AC88U,889349000000,NZ01,500019,,0.95,0,EA,1161,,0,0,,,,,,ASUS AC3100 DUAL BAND GIGABIT WIFI GAMING ROUTER WITH MU-MIMO FEATURES LINK AGGREGATION SMART CONNECT WTFAST GAME ACCELERATOR AIPROTECTION NETWORK SECURITY BY TREND MICRO AND PARENTAL CONTROL. ( AIMES,0,0,0,,KG,,5,C,,,,,500019,130,ASUS Networking Wireless Networking,100324,NEW,NEW,C,,455641,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Networking,Wireless Networking,Wireless Routers & Gateways
4446699,LYRA VOICE AC2200 MESH SMART WIFI ROUTER,ASUS,,LYRA VOICE,192876000000,NZ01,500019,,2.15,6286.896,EA,1161,,1,0,,,,,,LYRA VOICE AC2200 MESH SMART VOICE WIFI ROUTER - BLUETOOTH SPEAKER WITH AIMESH SUPPORT AND AMAZON ALEXA,32.4,12.6,15.4,CM,KG,CDM,5,D,,,,,500019,130,ASUS Networking Wireless Networking,100324,NEW,NEW,D,,455641,0,0,,,20200121,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,1,0,,,Z01,NZ,0,,0,,0,Networking,Wireless Networking,Wireless Routers & Gateways
4507575,ROG RAPTURE GT-AC2900 WIRELESS ROUTER,ASUS,,GT-AC2900,192876000000,NZ01,500019,,0.78,0,EA,1161,,0,0,,,,,,ROG RAPTURE GT-AC2900 WIRELESS ROUTER,0,0,0,,KG,,5,C,,,,,500019,130,ASUS Networking Wireless Networking,100324,NEW,NEW,C,,455641,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Networking,Wireless Networking,Wireless Routers & Gateways
4630351,RT-AX58U 802.11AX WIFI6 GIGABIT ROUTER,ASUS,,90IG04Q0-MFAR20,,NZ01,500019,,1.1,7.262,EA,1161,,14,0,,,,,,RT-AX58U AX3000 802.11AX WIFI6 DUAL-BAND GIGABIT ROUTER,33.8,26.2,8.2,CM,KG,CDM,5,C,,,,,500019,130,ASUS Networking Wireless Networking,100324,NEW,NEW,C,,455641,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,14,0,,,Z01,NZ,0,,0,,0,Networking,Wireless Networking,Wireless Routers & Gateways
4693250,AC2600 DUAL BAND AIMESH WIFI ROUTER,ASUS,,90IG03W1-BFA000,889350000000,NZ01,500019,,1.5,7.077,EA,1161,,6,0,,,,,,AC2600 DUAL BAND AIMESH WIFI BLUE CAVE ROUTER,19,19.4,19.2,CM,KG,CDM,5,C,,,,,500019,130,ASUS Networking Wireless Networking,100324,NEW,NEW,C,,455641,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,6,0,,,Z01,NZ,0,,0,,0,Networking,Wireless Networking,Wireless Routers & Gateways
4693251,AC2200 SMART AIMESH WIFI ROUTER,ASUS,,90IG04N0-MZ7G00,192876000000,NZ01,500019,,2.05,6.45,EA,1161,,9,0,,,,,,AC2200 SMART AIMESH WIFI LYRA VOICE ROUTER,32.4,12.6,15.8,CM,KG,CDM,5,C,,,,,500019,130,ASUS Networking Wireless Networking,100324,NEW,NEW,C,,455641,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,9,0,,,Z01,NZ,0,,0,,0,Networking,Wireless Networking,Wireless Routers & Gateways
4133320,PN40 Celeron J4005 4GB 64GB HDMI W10P S,ASUS,,PN40-C4005M4S64W10P-CSM,4712900000000,NZ01,500019,,0.7,0,EA,2150,,0,0,,,,,,PN40 Celeron J4005 4GB DDR4 64GB EMMC HDMI MINI DP 3 x USB3.1 USB3.1 Type C USB2.0 WIN10 PRO S,0,0,0,,KG,,0,C,,,,,500019,100,ASUS Computers Desktops,100324,NEW,NEW,C,,474273,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,Barebones PC
3662915,TUF X299 MARK 1,ASUS,,TUF X299 MARK 1,,NZ01,500019,,2.37,0,EA,2346,,0,0,,,,,,INTEL MOTHERBOARD TUF X299 MARK 1 SOCKET 2066 X299 CHIPSET 8X 4000HZ DDR4 (OC) PCI-E 3.0 8X SATA3 2X M.2 SOCKET 3 1X USB 3.1 GEN2 TYPE-C 1X USB 3.1 GEN2 TYPE-A 8X USB 3.1 GEN1 (4 REAR 4 INTERNAL) 2X I,0,0,0,,KG,,21,C,,,,,500019,208,ASUS Components Motherboards,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Components,Motherboards,Intel Motherboards
3741551,ASUS MOTHERBOARD PRIME Z370-A,ASUS,,PRIME Z370-A,,NZ01,500019,,1.48,0,EA,2346,,0,0,,,,,,INTEL MOTHERBOARD PRIME Z370-A SOCKET 1151 Z370 CHIPSET 4X 4000MHZ+ DDR4 (OC) PCI-E 3.0 6X SATA3 2X M.2 SOCKET 3 2X USB 3.1 GEN2 (1 TYPE-C 1 TYPE-A) 6X USB 3.1 GEN1 (2 REAR 4 INTERNAL) INTEL GIGABIT L,0,0,0,,KG,,21,C,,,,,500019,208,ASUS Components Motherboards,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Components,Motherboards,Intel Motherboards
3741552,ASUS MOTHERBOARD PRIME Z370-P,ASUS,,PRIME Z370-P,,NZ01,500019,,1.05,0,EA,2346,,0,0,,,,,,INTEL MOTHERBOARD PRIME Z370-P SOCKET 1151 Z370 CHIPSET 4X 4000MHZ+ DDR4 (OC) PCI-E 3.0 4X SATA3 2X M.2 SOCKET 3 8X USB 3.1 GEN1 (4 REAR 4 INTERNAL) GIGABIT LAN ATX 3 YEAR ASUS WARRANTY,0,0,0,,KG,,21,C,,,,,500019,208,ASUS Components Motherboards,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Components,Motherboards,Intel Motherboards
3741566,ASUS MOTHERBOARD TUF Z370-PLUS GAMING,ASUS,,TUF Z370-PLUS GAMING,,NZ01,500019,,1.19,0,EA,2346,,0,0,,,,,,INTEL MOTHERBOARD TUF Z370-PLUS GAMING SOCKET 1151 Z370 CHIPSET 4X 4000MHZ+ DDR4 (OC) PCI-E 3.0 6X SATA3 2X M.2 SOCKET 3 2X USB 3.1 TYPE-A 6X USB 3.1 GEN1 (2 REAR 4 INTERNAL) INTEL GIGABIT LAN HDMI 1.,0,0,0,,KG,,21,C,,,,,500019,208,ASUS Components Motherboards,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Components,Motherboards,Intel Motherboards
3745345,PRIME X299-A ATX INTEL,ASUS,,X299-A,,NZ01,500019,,1.6516,0,EA,2346,,0,0,,,,,,ASUS PRIME X299-A ATX INTEL X299,0,0,0,,KG,,21,C,,,,,500019,208,ASUS Components Motherboards,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Components,Motherboards,Intel Motherboards
3745346,PRIME X299-DELUXE INTEL,ASUS,,X299-DELUXE,,NZ01,500019,,1.6516,0,EA,2346,,0,0,,,,,,ASUS PRIME X299-DELUXE INTEL X299 CHIPSET,0,0,0,,KG,,21,C,,,,,500019,208,ASUS Components Motherboards,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Components,Motherboards,Intel Motherboards
3289770,VC239H-W 23IN 5MS IPS FHD MONITOR SPK WH,ASUS,,VC239H-W,4712900000000,NZ01,500019,,3.4,0,EA,2390,,0,0,,,,,,VC239H-W 23IN IPS FHD MONITOR 1920 X 1080 HDMI DVI DSUB 5MS SPEAKERS VESA MOUNT,0,0,0,,KG,,3,C,,,,,500019,409,ASUS Displays Computer Displays,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Computer Displays,LCD/LED Monitors
3979376,XG258Q 24.5IN WLED/TN HDMI DP 3YRS,ASUS,,XG258Q,4712900000000,NZ01,500019,,5.44,0,EA,2390,,0,0,,,,,,XG258Q 24.5IN WIDESCREEN (16:9) (1920x1080)/TN HDMI 2.0 HDMI 1.4 DISPLAYPORT 3 YEARS WARRANTY,0,0,0,,KG,,3,C,,,,,500019,409,ASUS Displays Computer Displays,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Computer Displays,LCD/LED Monitors
4018753,15.6INCH 1366X768 16:9 TOUCHVESA HDMIVG.,ASUS,,VT168H,4712900000000,NZ01,500019,,2.55,17.836,EA,2390,,0,0,,,,,,15.6INCH 1366X768 16:9 TOUCH MONITOR 75X75MM VESA MOUNTING. FLEXIBLE CONNECTIVITY WITH HDMI AND VGA 10-POINT TOUCH CAPACITY ASUS EYE CARE TECHNOLOGY,43,12.2,34,CM,KG,CDM,3,C,,,,,500019,409,ASUS Displays Computer Displays,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Computer Displays,LCD/LED Monitors
4020134,15.6INCH FHD IPS USB 3.0 CABLE POWER,ASUS,,MB169B+,4712900000000,NZ01,500019,,0.8,0,EA,2390,,0,0,,,,,,15.6INCH FULL HD IPS PANEL PORTABLE MONITOR THE WORLDS SLIMMEST AND LIGHTEST SINGLE USB 3.0 CABLE FOR POWER AND DATA TRANSMISSION AUTO ROTATING WITH ASUS EZLINK TECHNOLOGY ASUS RAPID REPLACEMENT,0,0,0,,KG,,3,C,,,,,500019,409,ASUS Displays Computer Displays,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Computer Displays,LCD/LED Monitors
4321790,MB16AP 15.6IN W-LED IPS BATT POWERED 3Y,ASUS,,MB16AP,4718020000000,NZ01,500019,,2.8,11.229,EA,2390,,0,0,,,,,,MB16AP 15.6IN W-LED IPS (1920X1080) USB-C /USB 3.0 7800 MAH LITHIUM-POLYMER BATTERY 3 YEARS WARRANTY,48.6,7.6,30.4,CM,KG,CDM,3,C,,,,,500019,409,ASUS Displays Computer Displays,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Computer Displays,LCD/LED Monitors
4401782,VG258QR 24.5IN TN FHD HDMI DP DVI-D 3Y,ASUS,,VG258QR,4718020000000,NZ01,500019,,5.1,0,EA,2390,,0,0,,,,,,VG258QR 24.5IN TN FHD 1920X1080 HDMI DISPLAYPORT DUAL-LINK DVI-D 2X2W RMS 3.5MM AUDIOJACK TILT VESA 3 YEARS WARRANTY,0,0,0,,KG,,3,C,,,,,500019,409,ASUS Displays Computer Displays,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Computer Displays,LCD/LED Monitors
4401784,XG32VQR 31.5IN VA CURVED 2K HDMI DP 3Y,ASUS,,XG32VQR,4718020000000,NZ01,500019,,9.6,0,EA,2390,,0,0,,,,,,XG32VQR 31.5IN VA CURVED 2K 2560X1440 HDMI DISPLAYPORT MINI-DISPLAYPORT TILT VESA 3 YEARS WARRANTY,0,0,0,,KG,,3,C,,,,,500019,409,ASUS Displays Computer Displays,100292,NEW,NEW,C,,458999,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Displays,Computer Displays,LCD/LED Monitors
4545943,EO 800G5 AIO T 24 I5 16G 256G W10H 3-3-3,HP,,7PD62PA,193906000000,NZ01,500066,,12.05,64.462,EA,1000,,0,32,20201002,,,,,ELITEONE 800 G5 AIO TOUCH 23.8 I5-9500 16GB (1X16) 256GB M.2 PCIE NVME TLC SSD RX560 5GB WEBCAM DVDRW HA STAND WINDOWS 10 HOME 3-3-3,58.6,17.8,61.8,CM,KG,CDM,0,B,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,B,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4545958,PO 400G5 AIO 24 NT I5 8G 256G W10H 3-3-3,HP,,7ZV68PA,193906000000,NZ01,500066,,10.25,77.046,EA,1000,,34,0,,,,,,PROONE 400 G5 AIO 23.8 FHD NON-TOUCH I5-9500T 8GB (1X8) 256GB M.2 PCIE NVME SSD WEBCAM WLAN DVDRW HA STAND WINDOWS 10 HOME 3-3-3,64,26.4,45.6,CM,KG,CDM,0,D,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,D,,450781,0,0,,,20200831,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,34,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4545959,EO 800G5 AIO NT 24 I5 8G 256G W10H 3-3-3,HP,,7ZV69PA,193906000000,NZ01,500066,,0.999,0.001,EA,1000,,6,0,,,,,,ELITEONE 800 G5 AIO 23.8 NON-TOUCH I5-9500 8GB (1X8) 256GB M.2 PCIE NVME TLC SSD WEBCAM DVDRW WIFI6 HA STAND WINDOWS 10 HOME 3-3-3,1,1,1,CM,KG,L,0,B,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,B,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,6,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4545960,PO 400G5 AIO 24 NT I5 8G 256G W10P 3-3-3,HP,,7ZV72PA,193906000000,NZ01,500066,,10.1,81.081,EA,1000,,13,0,,,,,,PROONE 400 G5 AIO 23.8 FHD NON-TOUCH I5-9500T 8GB (1X8) 256GB M.2 PCIE NVME SSD WEBCAM WLAN DVDRW HA STAND WINDOWS 10 PRO 3-3-3,46.2,27,65,CM,KG,CDM,0,D,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,D,,450781,0,0,,,20200831,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,13,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4545980,EO 800G5 AIO T 24 I5 8G 256G W10P 3-3-3,HP,,8AG00PA,194441000000,NZ01,500066,,0.999,0,EA,1000,,0,10,20200928,,,,,ELITEONE 800 G5 AIO TOUCH 23.8 I5-9500 8GB (1X8) 256GB M.2 PCIE NVME TLC SSD WEBCAM DVDRW WIFI6 HA STAND WINDOWS 10 PRO 3-3-3,0,0,0,CM,KG,L,0,C,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,C,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4545991,EO 800G5 AIO HC T 24 I5 8G 256G W10P,HP,,8DX37PA,,NZ01,500066,,10.4,0,EA,1000,,0,0,,,,,,ELITEONE 800 G5 AIO HEALTHCARE EDITION TOUCH 23.8 I5-9500 8GB (1X8) 256GB M.2 PCIE NVME TLC SSD WEBCAM DVDRW WIFI6 HA STAND WINDOWS 10 PRO 3-3-3,0,0,0,,KG,,0,C,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,C,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4545993,PO 400G5 AIO T 24 I5 8G 256G W10P 3-3-3,HP,,8DX45PA,194441000000,NZ01,500066,,1.999,0.001,EA,1000,,5,5,20201016,,,,,PROONE 400 G5 AIO TOUCH 23.8 FHD I5-9500T 8GB (1X8) 256GB M.2 PCIE NVME SSD WEBCAM WLAN DVDRW HA STAND WINDOWS 10 PRO 3-3-3,1,1,1,CM,KG,L,0,D,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,D,,450781,0,0,,,20200831,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,X,,0,0,STANDARD,STANDARD,5,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4634171,PAV 24 XA0076A AIO PC,HP,,4YS62AA,,NZ01,500066,,0.999,0,EA,1000,,0,0,,,,,,PAV AUST BU IDS PAV 23.8 H370 FHD24-XA0 ID SFW PLA WFHDC IR FHD CPUICOREI7-8700T2.4GHZ6C35W RAM 8GB (1X8GB) DDR4 2666 LOC W10H6 ADV AUST WLAN RT AC 2X2 +BT 4.2LE WW,0,0,0,CM,KG,L,0,C,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,C,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4936721,EO 800G5 23IN NT I7 16G 256G 1TB W10H,HP,,71129569,,NZ01,500066,,0.999,0,EA,1000,,1,0,,,,,,ELITEONE 800 G5 23.8IN NON-TOUCH I7 16GB (1X 16GB) 256GB M.2 1TB 2.5IN DVDWR HA STAND WINDOWS 10 HOME 3-3-3,0,0,0,CM,KG,L,0,D,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,D,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,1,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4972003,PO 400G5 23IN NT I5 8GB 256GB W10P 3-3-3,HP,,23U45PA,,NZ01,500066,,0.999,0,EA,1000,,0,5,20201026,,,,,ProOne 400 G5 AIO 23.8IN FHD NT i5-10500T 8GB (1x 8GB) 256GB M.2 PCIe NVMe SSD Webcam WiFi6 DVDRW HA Stand Win10 Pro 3-3-3,0,0,0,CM,KG,L,0,N,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,N,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,X,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4972004,PO 400G5 23IN NT I5 8GB 256GB W10H 3-3-3,HP,,23U46PA,,NZ01,500066,,0.999,0,EA,1000,,0,300,20201026,,,,,ProOne 400 G5 AIO 23.8IN FHD NT i5-10500T 8GB (1x 8GB) 256GB M.2 PCIe NVMe SSD Webcam WiFi6 DVDRW HA Stand Win10 Home 3-3-3,0,0,0,CM,KG,L,0,N,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,N,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
4972005,PO 400G5 23IN NT I5 8GB 256GB W10H 3-3-3,HP,,23V73PA,,NZ01,500066,,0.999,0,EA,1000,,0,20,20201026,,,,,ProOne 400 G5 AIO 23.8IN FHD NT i5-10500T 8GB (1x 8GB) 256GB M.2 PCIe NVMe SSD Radeon 630 2GB Webcam WiFi6 DVDRW HA Stand Win10 Home 3-3-3,0,0,0,CM,KG,L,0,N,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,N,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,All-in-One PCs
3707497,HP OMEN 1100 Keyboard,HP,,1MY13AA,190782000000,NZ01,500066,,0.99,0,EA,1001,,0,0,,,,,,HP OMEN 1100 Keyboard,0,0,0,,KG,,0,B,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,B,,450907,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,Desktop PCs
3963292,Z22N G2 21.5IN MONITOR (16:9),HP,,1JS05A4,190781000000,NZ01,500066,,7.6,0,EA,1001,,8,10,20200914,,,,,Z22N G2 21.5 INCH Z DISPLAY FHD 16:9 1920 x 1080 60Hz 178 H/V VIEW ANGLE TILT SWIVEL VESA-100 HEIGHT ADJUST USB3.0-HUB VGA HDMI DISPLAY PORT MONITOR,0,0,0,,KG,,0,A,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,A,,453765,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,8,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,Desktop PCs
4401685,ES G2 I5-7500T 8GB 128GB WIN10 I0T NO-SP,HP,,5VV36PA,193425000000,NZ01,500066,,7.05,37.2,EA,1001,,1,15,20201019,,,,,ELITE SLICE G2 USFF I5-7500T VPRO 8GB (DDR4-2400) 128GB (PCIE-SSD) DP HDMI RJ-45 NO-SPEAKER/MIC MS TEAMS ROOM WINDOWS 10 IOT ENTERPRISE 3/3/3 YEAR WARRANTY (3RD PARTY AV POLY),59.8,21.6,28.8,CM,KG,CDM,0,A,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,A,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,1,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,Desktop PCs
3373743,ELITE SLICEG1 USFF I5 8G 240G W10P 3-3-3,HP,,Z1Z52PA,190781000000,NZ01,500066,,1.05,0,EA,1002,,0,0,,,,,,ELITE SLICE G1 USFF I5-6500T 8GB (1X8GB) 240GB SSD WLAN UNITE COLLABORATION WINDOWS 10 PRO 64 3-3-3,0,0,0,,KG,,0,C,,,,,500066,100,HP Computers Desktops,103300,NEW,NEW,C,,450781,0,0,,,,,,0,0,0,0,0,,,,,,,,2320,NZD,NZD,,,0,0,STANDARD,STANDARD,0,0,,,Z01,NZ,0,,0,,0,Computers,Desktops,Small Form Factor / Ultra Slim PCs
